,,,,,,
设备ID,报文类型,报文说明,报文功能码,原始报文,数据采集时间,数据入库时间
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203e4260201135021f1f1109033085350f0f026020113502219000000272b0000000000392300000122371b000000302b000004300020190000001f1900000026190000301a19000000381211990326c5,2026-02-01 13:50:00,2026-02-01 13:50:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e426020113500003c7a2,2026-02-01 13:50:01,2026-02-01 13:50:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e4260201134900030073,2026-02-01 13:49:01,2026-02-01 13:49:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e426020113480003c022,2026-02-01 13:48:01,2026-02-01 13:48:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e426020113470003c312,2026-02-01 13:47:01,2026-02-01 13:47:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e4260201134600030343,2026-02-01 13:46:01,2026-02-01 13:46:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203e32602011345231be8b4,,2026-02-01 13:45:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203e3260201134522f1f1109033085350f0f026020113452219000000272b0000000000392300000123371b000000302b000004300020190000001f1900000026190000301a1900000038121205033fe9,2026-02-01 13:45:00,2026-02-01 13:45:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e326020113450003e5f2,2026-02-01 13:45:01,2026-02-01 13:45:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e32602011344000325a3,2026-02-01 13:44:01,2026-02-01 13:44:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e326020113430003e412,2026-02-01 13:43:01,2026-02-01 13:43:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e3260201134200032443,2026-02-01 13:42:01,2026-02-01 13:42:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e32602011341000324b3,2026-02-01 13:41:01,2026-02-01 13:41:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203e22602011340231b2565,,2026-02-01 13:40:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203e2260201134021f1f1109033085350f0f026020113402219000000272b0000000000392300000122371b000000302b000004300020190000001f1900000026190000301a1900000038121201036dad,2026-02-01 13:40:00,2026-02-01 13:40:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e2260201134000032823,2026-02-01 13:40:01,2026-02-01 13:40:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e226020113390003f1f2,2026-02-01 13:39:01,2026-02-01 13:39:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e22602011338000331a3,2026-02-01 13:38:01,2026-02-01 13:38:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e2260201133700033293,2026-02-01 13:37:01,2026-02-01 13:37:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e226020113360003f2c2,2026-02-01 13:36:01,2026-02-01 13:36:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203e12602011335241bda36,,2026-02-01 13:35:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203e1260201133522f1f1109033085350f0f026020113352219000000272b0000000000392300000121371b000000302b000004300020190000001f1900000026190000301a190000003812120103cb08,2026-02-01 13:35:00,2026-02-01 13:35:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e126020113350003e772,2026-02-01 13:35:01,2026-02-01 13:35:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e1260201133400032723,2026-02-01 13:34:01,2026-02-01 13:34:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e126020113330003e692,2026-02-01 13:33:01,2026-02-01 13:33:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e12602011332000326c3,2026-02-01 13:32:01,2026-02-01 13:32:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e1260201133100032633,2026-02-01 13:31:01,2026-02-01 13:31:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203e02602011330221bb7e4,,2026-02-01 13:30:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203e0260201133021f1f1109033085350f0f026020113302219000000272b0000000000392300000122371b000000302b000004300020190000001f1900000026190000301a1900000038121201038a6f,2026-02-01 13:30:00,2026-02-01 13:30:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e0260201133000032aa3,2026-02-01 13:30:01,2026-02-01 13:30:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e026020113290003ed72,2026-02-01 13:29:01,2026-02-01 13:29:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e0260201132800032d23,2026-02-01 13:28:01,2026-02-01 13:28:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e0260201132700032e13,2026-02-01 13:27:01,2026-02-01 13:27:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203e026020113260003ee42,2026-02-01 13:26:01,2026-02-01 13:26:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203df2602011325241b87b5,,2026-02-01 13:25:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203df260201132521f1f1109033085350f0f026020113252219000000272b0000000000392300000121371b000000302b000004300020190000001f1900000026190000301a1900000038121202034399,2026-02-01 13:25:00,2026-02-01 13:25:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203df26020113250003baf1,2026-02-01 13:25:01,2026-02-01 13:25:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203df260201132400037aa0,2026-02-01 13:24:01,2026-02-01 13:24:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203df26020113230003bb11,2026-02-01 13:23:01,2026-02-01 13:23:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203df260201132200037b40,2026-02-01 13:22:01,2026-02-01 13:22:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203df260201132100037bb0,2026-02-01 13:21:01,2026-02-01 13:21:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203de2602011320221bea67,,2026-02-01 13:20:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203de260201132021f1f1109033085350f0f026020113202219000000272b0000000000392300000121371b000000302b000004300020190000001f1900000026190000301a1900000038121202035d02,2026-02-01 13:20:00,2026-02-01 13:20:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203de260201132000037720,2026-02-01 13:20:01,2026-02-01 13:20:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203de260201131900037af0,2026-02-01 13:19:01,2026-02-01 13:19:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203de26020113180003baa1,2026-02-01 13:18:01,2026-02-01 13:18:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203de26020113170003b991,2026-02-01 13:17:01,2026-02-01 13:17:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203de2602011316000379c0,2026-02-01 13:16:01,2026-02-01 13:16:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203dd2602011315221bf137,,2026-02-01 13:15:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203dd260201131521f1f1109033085350f0f026020113152219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000301a1900000038121200039a51,2026-02-01 13:15:00,2026-02-01 13:15:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dd260201131500036c70,2026-02-01 13:15:01,2026-02-01 13:15:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dd26020113140003ac21,2026-02-01 13:14:01,2026-02-01 13:14:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dd260201131300036d90,2026-02-01 13:13:01,2026-02-01 13:13:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dd26020113120003adc1,2026-02-01 13:12:01,2026-02-01 13:12:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dd26020113110003ad31,2026-02-01 13:11:01,2026-02-01 13:11:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203dc2602011310221b3ce6,,2026-02-01 13:10:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203dc260201131021f1f1109033085350f0f026020113102219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000301a1900000038121202032d5a,2026-02-01 13:10:00,2026-02-01 13:10:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dc26020113100003a1a1,2026-02-01 13:10:01,2026-02-01 13:10:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dc260201130900036670,2026-02-01 13:09:01,2026-02-01 13:09:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dc26020113080003a621,2026-02-01 13:08:01,2026-02-01 13:08:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dc26020113070003a511,2026-02-01 13:07:01,2026-02-01 13:07:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203dc260201130600036540,2026-02-01 13:06:01,2026-02-01 13:06:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203db2602011305231b8eb7,,2026-02-01 13:05:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203db260201130521f1f1109033085350f0f026020113052219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000301a1900000038121203032833,2026-02-01 13:05:00,2026-02-01 13:05:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203db2602011305000383f1,2026-02-01 13:05:01,2026-02-01 13:05:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203db2602011304000343a0,2026-02-01 13:04:01,2026-02-01 13:04:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203db260201130300038211,2026-02-01 13:03:01,2026-02-01 13:03:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203db260201130200034240,2026-02-01 13:02:01,2026-02-01 13:02:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203db2602011301000342b0,2026-02-01 13:01:01,2026-02-01 13:01:01
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a0003180080203da2602011300361b106d,,2026-02-01 13:00:37
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a00031004e0203da260201130034f1f1109033085350f0f0260201120504180000053923ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000130037f93,2026-02-01 12:05:00,2026-02-01 13:00:37
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a0003180080203d92602011300341b652c,,2026-02-01 13:00:35
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a0003100420203d9260201130033f1f1109033085350f0f0260201120504180000052219ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000003b789,2026-02-01 12:05:00,2026-02-01 13:00:35
1090330853,下行,小时报应答,34,7e7e109033085301a0003480080203d82602011300321b0ce2,,2026-02-01 13:00:33
1090330853,上行,遥测站小时报,34,7e7e011090330853a0003400790203d8260201130031f1f1109033085350f0f02602011205f460ffffffffffffffffffffff00f0f02602011205f5c0ffffffffffffffffffffffffffffffffffffffffffff000df0f0260201130020190000001a190000002619000030272b0000000000392300000125371b000000302b0000043000381212010360c3,2026-02-01 13:00:00,2026-02-01 13:00:33
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d72602011300221b4aa6,,2026-02-01 13:00:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d7260201130021f1f1109033085350f0f026020113002219000000272b0000000000392300000126371b000000302b000004300020190000001f1900000026190000301a1900000038121201030250,2026-02-01 13:00:00,2026-02-01 13:00:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d726020113000003d7e1,2026-02-01 13:00:00,2026-02-01 13:00:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d7260201125900033830,2026-02-01 12:59:00,2026-02-01 12:59:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d726020112580003f861,2026-02-01 12:58:00,2026-02-01 12:58:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d726020112570003fb51,2026-02-01 12:57:00,2026-02-01 12:57:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d7260201125600033b00,2026-02-01 12:56:00,2026-02-01 12:56:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d62602011255221b6a76,,2026-02-01 12:55:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d6260201125521f1f1109033085350f0f026020112552219000000272b0000000000392300000126371b000000302b000004300020190000001f1900000026190000301a190000003812120103b30b,2026-02-01 12:55:00,2026-02-01 12:55:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d626020112550003f731,2026-02-01 12:55:00,2026-02-01 12:55:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d6260201125400033760,2026-02-01 12:54:00,2026-02-01 12:54:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d626020112530003f6d1,2026-02-01 12:53:00,2026-02-01 12:53:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d6260201125200033680,2026-02-01 12:52:00,2026-02-01 12:52:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d6260201125100033670,2026-02-01 12:51:00,2026-02-01 12:51:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d52602011250221b7e26,,2026-02-01 12:50:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d5260201125021f1f1109033085350f0f026020112502219000000272b0000000000392300000126371b000000302b000004300020190000001f1900000026190000301a1900000038121200037f12,2026-02-01 12:50:00,2026-02-01 12:50:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d526020112500003e361,2026-02-01 12:50:00,2026-02-01 12:50:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d52602011249000324b0,2026-02-01 12:49:00,2026-02-01 12:49:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d526020112480003e4e1,2026-02-01 12:48:00,2026-02-01 12:48:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d526020112470003e7d1,2026-02-01 12:47:00,2026-02-01 12:47:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d5260201124600032780,2026-02-01 12:46:00,2026-02-01 12:46:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d42602011245231be6f7,,2026-02-01 12:45:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d4260201124521f1f1109033085350f0f026020112452219000000272b0000000000392300000126371b000000302b000004300020190000001f1900000026190000301a1900000038121202034dfe,2026-02-01 12:45:00,2026-02-01 12:45:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d426020112450003ebb1,2026-02-01 12:45:01,2026-02-01 12:45:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d4260201124400032be0,2026-02-01 12:44:00,2026-02-01 12:44:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d426020112430003ea51,2026-02-01 12:43:00,2026-02-01 12:43:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d4260201124200032a00,2026-02-01 12:42:00,2026-02-01 12:42:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d4260201124100032af0,2026-02-01 12:41:00,2026-02-01 12:41:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d32602011240221b91a7,,2026-02-01 12:40:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d3260201124021f1f1109033085350f0f026020112402219000000272b0000000000392300000126371b000000302b000004300020190000001f1900000026190000301a190000003812119903a47b,2026-02-01 12:40:00,2026-02-01 12:40:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d3260201124000030ce0,2026-02-01 12:40:00,2026-02-01 12:40:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d326020112390003d531,2026-02-01 12:39:00,2026-02-01 12:39:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d3260201123800031560,2026-02-01 12:38:00,2026-02-01 12:38:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d3260201123700031650,2026-02-01 12:37:00,2026-02-01 12:37:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d326020112360003d601,2026-02-01 12:36:00,2026-02-01 12:36:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d22602011235221b8777,,2026-02-01 12:35:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d2260201123522f1f1109033085350f0f026020112352219000000272b0000000000392300000127371b000000302b000004300020190000001f1900000026190000301a190000003812119903937c,2026-02-01 12:35:00,2026-02-01 12:35:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d2260201123500031a30,2026-02-01 12:35:00,2026-02-01 12:35:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d226020112340003da61,2026-02-01 12:34:00,2026-02-01 12:34:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d2260201123300031bd0,2026-02-01 12:33:00,2026-02-01 12:33:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d226020112320003db81,2026-02-01 12:32:00,2026-02-01 12:32:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d226020112310003db71,2026-02-01 12:31:00,2026-02-01 12:31:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d12602011230221b9327,,2026-02-01 12:30:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d1260201123021f1f1109033085350f0f026020112302219000000272b0000000000392300000127371b000000302b000004300020190000001f1900000026190000301a190000003812120703eab0,2026-02-01 12:30:00,2026-02-01 12:30:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d1260201123000030e60,2026-02-01 12:30:00,2026-02-01 12:30:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d126020112290003c9b1,2026-02-01 12:29:00,2026-02-01 12:29:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d12602011228000309e0,2026-02-01 12:28:00,2026-02-01 12:28:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d1260201122700030ad0,2026-02-01 12:27:00,2026-02-01 12:27:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d126020112260003ca81,2026-02-01 12:26:01,2026-02-01 12:26:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203d02602011225231b0bf6,,2026-02-01 12:25:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203d0260201122521f1f1109033085350f0f026020112252219000000272b0000000000392300000128371b000000302b000004300020190000001f1900000026190000301a190000003812120903a829,2026-02-01 12:25:00,2026-02-01 12:25:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d02602011225000306b0,2026-02-01 12:25:00,2026-02-01 12:25:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d026020112240003c6e1,2026-02-01 12:24:00,2026-02-01 12:24:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d0260201122300030750,2026-02-01 12:23:00,2026-02-01 12:23:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d026020112220003c701,2026-02-01 12:22:01,2026-02-01 12:22:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203d026020112210003c7f1,2026-02-01 12:21:00,2026-02-01 12:21:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203cf2602011220231b46a7,,2026-02-01 12:20:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203cf260201122021f1f1109033085350f0f026020112202219000000272b0000000000392300000128371b000000302b000004300020190000001f1900000026190000301a1900000038121217030f2f,2026-02-01 12:20:00,2026-02-01 12:20:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cf260201122000034be1,2026-02-01 12:20:01,2026-02-01 12:20:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cf260201121900034631,2026-02-01 12:19:00,2026-02-01 12:19:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cf260201121800038660,2026-02-01 12:18:01,2026-02-01 12:18:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cf260201121700038550,2026-02-01 12:17:00,2026-02-01 12:17:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cf260201121600034501,2026-02-01 12:16:00,2026-02-01 12:16:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203ce2602011215211be477,,2026-02-01 12:15:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203ce260201121521f1f1109033085350f0f026020112152219000000272b0000000000392300000129371b000000302b000004300020190000001f1900000026190000301a190000003812121303ccbd,2026-02-01 12:15:00,2026-02-01 12:15:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203ce260201121500038930,2026-02-01 12:15:00,2026-02-01 12:15:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203ce260201121400034961,2026-02-01 12:14:00,2026-02-01 12:14:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203ce2602011213000388d0,2026-02-01 12:13:00,2026-02-01 12:13:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203ce260201121200034881,2026-02-01 12:12:00,2026-02-01 12:12:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203ce260201121100034871,2026-02-01 12:11:00,2026-02-01 12:11:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203cd2602011210211bf027,,2026-02-01 12:10:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203cd260201121021f1f1109033085350f0f026020112102219000000272b0000000000392300000128371b000000302b000004300020190000001f1900000026190000301a1900000038121217039936,2026-02-01 12:10:00,2026-02-01 12:10:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cd260201121000039d60,2026-02-01 12:10:00,2026-02-01 12:10:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cd260201120900035ab1,2026-02-01 12:09:00,2026-02-01 12:09:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cd260201120800039ae0,2026-02-01 12:08:00,2026-02-01 12:08:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cd2602011207000399d0,2026-02-01 12:07:00,2026-02-01 12:07:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cd260201120600035981,2026-02-01 12:06:00,2026-02-01 12:06:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203cc2602011205221b08f7,,2026-02-01 12:05:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203cc260201120521f1f1109033085350f0f026020112052219000000272b0000000000392300000129371b000000302b000004300020190000001f1900000026190000301a190000003812122403f25e,2026-02-01 12:05:00,2026-02-01 12:05:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cc2602011205000395b0,2026-02-01 12:05:00,2026-02-01 12:05:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cc2602011204000355e1,2026-02-01 12:04:00,2026-02-01 12:04:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cc260201120300039450,2026-02-01 12:03:00,2026-02-01 12:03:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cc260201120200035401,2026-02-01 12:02:01,2026-02-01 12:02:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203cc2602011201000354f1,2026-02-01 12:01:01,2026-02-01 12:01:01
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a0003180080203cb2602011200371bbcad,,2026-02-01 12:00:38
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a00031004e0203cb260201120035f1f1109033085350f0f0260201110504180000053923ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000013003d96f,2026-02-01 11:05:00,2026-02-01 12:00:38
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a0003180080203ca2602011200351b106d,,2026-02-01 12:00:36
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a0003100420203ca260201120035f1f1109033085350f0f0260201110504180000052219ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000003f2cc,2026-02-01 11:05:00,2026-02-01 12:00:36
1090330853,下行,小时报应答,34,7e7e109033085301a0003480080203c92602011200341b9020,,2026-02-01 12:00:34
1090330853,上行,遥测站小时报,34,7e7e011090330853a0003400790203c9260201120031f1f1109033085350f0f02602011105f460ffffffffffffffffffffff00f0f02602011105f5c0ffffffffffffffffffffffffffffffffffffffffffff000df0f0260201120020190000001a190000002619000030272b0000000000392300000130371b000000302b00000430003812121703016e,2026-02-01 12:00:00,2026-02-01 12:00:34
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203c82602011200231b6ae7,,2026-02-01 12:00:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203c8260201120021f1f1109033085350f0f026020112002219000000272b0000000000392300000129371b000000302b000004300020190000001f1900000026190000301a1900000038121217031897,2026-02-01 12:00:00,2026-02-01 12:00:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c82602011200000367a1,2026-02-01 12:00:01,2026-02-01 12:00:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c8260201115900033071,2026-02-01 11:59:01,2026-02-01 11:59:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c826020111580003f020,2026-02-01 11:58:01,2026-02-01 11:58:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c826020111570003f310,2026-02-01 11:57:01,2026-02-01 11:57:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c8260201115600033341,2026-02-01 11:56:01,2026-02-01 11:56:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203c72602011155231b7eb7,,2026-02-01 11:55:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203c7260201115521f1f1109033085350f0f026020111552219000000272b0000000000392300000130371b000000302b000004300020190000001f1900000026190000301a1900000038121203035c81,2026-02-01 11:55:00,2026-02-01 11:55:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c72602011155000373f1,2026-02-01 11:55:01,2026-02-01 11:55:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c726020111540003b3a0,2026-02-01 11:54:01,2026-02-01 11:54:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c7260201115300037211,2026-02-01 11:53:01,2026-02-01 11:53:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c726020111520003b240,2026-02-01 11:52:01,2026-02-01 11:52:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c726020111510003b2b0,2026-02-01 11:51:01,2026-02-01 11:51:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080203c62602011150211bd367,,2026-02-01 11:50:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d0203c6260201115021f1f1109033085350f0f026020111502219000000272b0000000000392300000129371b000000302b000004300020190000001f1900000026190000301a1900000038121208036e0c,2026-02-01 11:50:00,2026-02-01 11:50:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c626020111500003be20,2026-02-01 11:50:01,2026-02-01 11:50:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080203c62602011149000379f1,2026-02-01 11:49:01,2026-02-01 11:49:01
