,,,,,,
设备ID,报文类型,报文说明,报文功能码,原始报文,数据采集时间,数据入库时间
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020016260202003521f1f1109033085350f0f026020200352219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a1900000038121135031475,2026-02-02 00:35:00,2026-02-02 00:35:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020016260202003500033168,2026-02-02 00:35:01,2026-02-02 00:35:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001626020200340003f139,2026-02-02 00:34:01,2026-02-02 00:34:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020016260202003300033088,2026-02-02 00:33:01,2026-02-02 00:33:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001626020200320003f0d9,2026-02-02 00:32:01,2026-02-02 00:32:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001626020200310003f029,2026-02-02 00:31:01,2026-02-02 00:31:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200152602020030231b287e,,2026-02-02 00:30:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020015260202003022f1f1109033085350f0f026020200302219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113303ad22,2026-02-02 00:30:00,2026-02-02 00:30:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020015260202003000032538,2026-02-02 00:30:01,2026-02-02 00:30:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001526020200290003e2e9,2026-02-02 00:29:01,2026-02-02 00:29:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080200152602020028000322b8,2026-02-02 00:28:01,2026-02-02 00:28:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020015260202002700032188,2026-02-02 00:27:01,2026-02-02 00:27:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001526020200260003e1d9,2026-02-02 00:26:01,2026-02-02 00:26:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200142602020025241b10ac,,2026-02-02 00:25:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020014260202002521f1f1109033085350f0f026020200252219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000001a1900000038121134034310,2026-02-02 00:25:00,2026-02-02 00:25:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020014260202002500032de8,2026-02-02 00:25:01,2026-02-02 00:25:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001426020200240003edb9,2026-02-02 00:24:01,2026-02-02 00:24:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020014260202002300032c08,2026-02-02 00:23:01,2026-02-02 00:23:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001426020200220003ec59,2026-02-02 00:22:01,2026-02-02 00:22:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001426020200210003eca9,2026-02-02 00:21:01,2026-02-02 00:21:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200132602020020241bf7fd,,2026-02-02 00:20:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020013260202002022f1f1109033085350f0f026020200202219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000001a190000003812113303ef40,2026-02-02 00:20:00,2026-02-02 00:20:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001326020200200003cab9,2026-02-02 00:20:01,2026-02-02 00:20:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001326020200190003c769,2026-02-02 00:19:01,2026-02-02 00:19:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020013260202001800030738,2026-02-02 00:18:01,2026-02-02 00:18:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020013260202001700030408,2026-02-02 00:17:01,2026-02-02 00:17:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001326020200160003c459,2026-02-02 00:16:01,2026-02-02 00:16:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200122602020015241b352c,,2026-02-02 00:15:25
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020012260202001521f1f1109033085350f0f026020200152219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000001a190000003812113303600d,2026-02-02 00:15:00,2026-02-02 00:15:25
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020012260202001500030868,2026-02-02 00:15:01,2026-02-02 00:15:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001226020200140003c839,2026-02-02 00:14:01,2026-02-02 00:14:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020012260202001300030988,2026-02-02 00:13:01,2026-02-02 00:13:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001226020200120003c9d9,2026-02-02 00:12:01,2026-02-02 00:12:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001226020200110003c929,2026-02-02 00:11:01,2026-02-02 00:11:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200112602020010251bb17d,,2026-02-02 00:10:25
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020011260202001022f1f1109033085350f0f026020200102219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113303b0c8,2026-02-02 00:10:00,2026-02-02 00:10:25
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020011260202001000031c38,2026-02-02 00:10:01,2026-02-02 00:10:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001126020200090003dbe9,2026-02-02 00:09:01,2026-02-02 00:09:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020011260202000800031bb8,2026-02-02 00:08:01,2026-02-02 00:08:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020011260202000700031888,2026-02-02 00:07:01,2026-02-02 00:07:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001126020200060003d8d9,2026-02-02 00:06:01,2026-02-02 00:06:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200102602020005231b19ae,,2026-02-02 00:05:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020010260202000521f1f1109033085350f0f026020200052219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113403976b,2026-02-02 00:05:00,2026-02-02 00:05:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080200102602020005000314e8,2026-02-02 00:05:01,2026-02-02 00:05:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001026020200040003d4b9,2026-02-02 00:04:01,2026-02-02 00:04:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020010260202000300031508,2026-02-02 00:03:01,2026-02-02 00:03:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001026020200020003d559,2026-02-02 00:02:01,2026-02-02 00:02:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802001026020200010003d5a9,2026-02-02 00:01:01,2026-02-02 00:01:01
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a00031800802000f2602020000351bf7f4,,2026-02-02 00:00:36
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a00031004e02000f260202000033f1f1109033085350f0f0260201230504180000053923ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000130037ae2,2026-02-01 23:05:00,2026-02-02 00:00:36
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a00031800802000e2602020000331b9b36,,2026-02-02 00:00:34
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a00031004202000e260202000032f1f1109033085350f0f0260201230504180000052219ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff000000037f54,2026-02-01 23:05:00,2026-02-02 00:00:34
1090330853,下行,小时报应答,34,7e7e109033085301a00034800802000d2602020000311beb7b,,2026-02-02 00:00:32
1090330853,上行,遥测站小时报,34,7e7e011090330853a00034007902000d260202000031f1f1109033085350f0f02602012305f460ffffffffffffffffffffff00f0f02602012305f5c0ffffffffffffffffffffffffffffffffffffffffffff000df0f0260202000020190000001a190000002619000000272b0000000000392300000125371b000000302b00000430003812113303287e,2026-02-02 00:00:00,2026-02-02 00:00:32
1090330853,下行,定时报应答,32,7e7e109033085301a00032800802000c2602020000231b41bf,,2026-02-02 00:00:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d02000c260202000021f1f1109033085350f0f026020200002219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a19000000381211330363a5,2026-02-02 00:00:00,2026-02-02 00:00:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000c260202000000034cf9,2026-02-02 00:00:00,2026-02-02 00:00:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000c26020123590003db66,2026-02-01 23:59:00,2026-02-01 23:59:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000c260201235800031b37,2026-02-01 23:58:00,2026-02-01 23:58:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000c260201235700031807,2026-02-01 23:57:00,2026-02-01 23:57:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000c26020123560003d856,2026-02-01 23:56:00,2026-02-01 23:56:00
1090330853,下行,定时报应答,32,7e7e109033085301a00032800802000b2602012355211b53a0,,2026-02-01 23:55:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d02000b260201235521f1f1109033085350f0f026020123552219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113403bbcf,2026-02-01 23:55:00,2026-02-01 23:55:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000b260201235500033ee7,2026-02-01 23:55:00,2026-02-01 23:55:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000b26020123540003feb6,2026-02-01 23:54:00,2026-02-01 23:54:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000b260201235300033f07,2026-02-01 23:53:00,2026-02-01 23:53:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000b26020123520003ff56,2026-02-01 23:52:00,2026-02-01 23:52:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000b26020123510003ffa6,2026-02-01 23:51:00,2026-02-01 23:51:00
1090330853,下行,定时报应答,32,7e7e109033085301a00032800802000a2602012350211b9e71,,2026-02-01 23:50:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d02000a260201235021f1f1109033085350f0f026020123502219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113603c555,2026-02-01 23:50:00,2026-02-01 23:50:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000a26020123500003f336,2026-02-01 23:50:00,2026-02-01 23:50:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000a2602012349000334e7,2026-02-01 23:49:00,2026-02-01 23:49:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000a26020123480003f4b6,2026-02-01 23:48:00,2026-02-01 23:48:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000a26020123470003f786,2026-02-01 23:47:00,2026-02-01 23:47:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000a2602012346000337d7,2026-02-01 23:46:00,2026-02-01 23:46:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200092602012345231b2f21,,2026-02-01 23:45:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020009260201234521f1f1109033085350f0f026020123452219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113703453a,2026-02-01 23:45:00,2026-02-01 23:45:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020009260201234500032267,2026-02-01 23:45:00,2026-02-01 23:45:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000926020123440003e236,2026-02-01 23:44:00,2026-02-01 23:44:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020009260201234300032387,2026-02-01 23:43:00,2026-02-01 23:43:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000926020123420003e3d6,2026-02-01 23:42:00,2026-02-01 23:42:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000926020123410003e326,2026-02-01 23:41:00,2026-02-01 23:41:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200082602012340211b82f1,,2026-02-01 23:40:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020008260201234021f1f1109033085350f0f026020123402219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113603cba0,2026-02-01 23:40:00,2026-02-01 23:40:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000826020123400003efb6,2026-02-01 23:40:00,2026-02-01 23:40:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020008260201233900033667,2026-02-01 23:39:00,2026-02-01 23:39:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000826020123380003f636,2026-02-01 23:38:00,2026-02-01 23:38:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000826020123370003f506,2026-02-01 23:37:00,2026-02-01 23:37:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020008260201233600033557,2026-02-01 23:36:00,2026-02-01 23:36:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200072602012335231b78a1,,2026-02-01 23:35:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020007260201233522f1f1109033085350f0f026020123352219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a190000003812113403d8bd,2026-02-01 23:35:00,2026-02-01 23:35:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080200072602012335000375e7,2026-02-01 23:35:00,2026-02-01 23:35:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000726020123340003b5b6,2026-02-01 23:34:00,2026-02-01 23:34:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020007260201233300037407,2026-02-01 23:33:00,2026-02-01 23:33:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000726020123320003b456,2026-02-01 23:32:00,2026-02-01 23:32:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000726020123310003b4a6,2026-02-01 23:31:00,2026-02-01 23:31:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200062602012330221b2571,,2026-02-01 23:30:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020006260201233021f1f1109033085350f0f026020123302219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a1900000038121132032369,2026-02-01 23:30:00,2026-02-01 23:30:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000626020123300003b836,2026-02-01 23:30:00,2026-02-01 23:30:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020006260201232900037fe7,2026-02-01 23:29:00,2026-02-01 23:29:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000626020123280003bfb6,2026-02-01 23:28:00,2026-02-01 23:28:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000626020123270003bc86,2026-02-01 23:27:00,2026-02-01 23:27:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020006260201232600037cd7,2026-02-01 23:26:00,2026-02-01 23:26:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200052602012325231b6421,,2026-02-01 23:25:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020005260201232521f1f1109033085350f0f026020123252219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a1900000038121135030305,2026-02-01 23:25:00,2026-02-01 23:25:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020005260201232500036967,2026-02-01 23:25:00,2026-02-01 23:25:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000526020123240003a936,2026-02-01 23:24:00,2026-02-01 23:24:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020005260201232300036887,2026-02-01 23:23:00,2026-02-01 23:23:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000526020123220003a8d6,2026-02-01 23:22:00,2026-02-01 23:22:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000526020123210003a826,2026-02-01 23:21:00,2026-02-01 23:21:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200042602012320231ba9f0,,2026-02-01 23:20:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020004260201232021f1f1109033085350f0f026020123202219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a1900000038121135031d9e,2026-02-01 23:20:00,2026-02-01 23:20:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000426020123200003a4b6,2026-02-01 23:20:00,2026-02-01 23:20:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000426020123190003a966,2026-02-01 23:19:00,2026-02-01 23:19:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020004260201231800036937,2026-02-01 23:18:00,2026-02-01 23:18:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020004260201231700036a07,2026-02-01 23:17:00,2026-02-01 23:17:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802000426020123160003aa56,2026-02-01 23:16:00,2026-02-01 23:16:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200032602012315211b21a0,,2026-02-01 23:15:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020003260201231521f1f1109033085350f0f026020123152219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000001a190000003812113503d98b,2026-02-01 23:15:00,2026-02-01 23:15:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020003260201231500034ce7,2026-02-01 23:15:00,2026-02-01 23:15:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020003260201231400038cb6,2026-02-01 23:14:00,2026-02-01 23:14:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020003260201231300034d07,2026-02-01 23:13:00,2026-02-01 23:13:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020003260201231200038d56,2026-02-01 23:12:00,2026-02-01 23:12:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020003260201231100038da6,2026-02-01 23:11:00,2026-02-01 23:11:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200022602012310231b8c70,,2026-02-01 23:10:24
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020002260201231021f1f1109033085350f0f026020123102219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a1900000038121135030e81,2026-02-01 23:10:00,2026-02-01 23:10:24
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020002260201231000038136,2026-02-01 23:10:00,2026-02-01 23:10:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080200022602012309000346e7,2026-02-01 23:09:00,2026-02-01 23:09:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080200022602012308000386b6,2026-02-01 23:08:00,2026-02-01 23:08:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020002260201230700038586,2026-02-01 23:07:00,2026-02-01 23:07:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f00080200022602012306000345d7,2026-02-01 23:06:00,2026-02-01 23:06:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080200012602012305211b3d20,,2026-02-01 23:05:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020001260201230521f1f1109033085350f0f026020123052219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000001a1900000038121138038eeb,2026-02-01 23:05:00,2026-02-01 23:05:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020001260201230500035067,2026-02-01 23:05:00,2026-02-01 23:05:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020001260201230400039036,2026-02-01 23:04:00,2026-02-01 23:04:00
1090330853,下行,设备注册登录应答,8100-00,bbaa810000004c000000000017699869800001464b31303930333330383533000000000000000000000000000000000000000050693034677937794f5967330000000000000000000000000000000000000000c801aaee,,2026-02-01 23:03:01
1090330853,上行,设备注册登录,0100-00,bbaa010000004c000000000017699869800001464b31303930333330383533000000000000000000000000000000000000000050693034677937794f59673300000000000000000000000000000000000000002a30aaee,2026-02-01 23:03:01,2026-02-01 23:03:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020001260201230300035187,2026-02-01 23:03:00,2026-02-01 23:03:00
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a0003180080204702602012300361b27ce,,2026-02-01 23:00:37
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a00031004e020470260201230033f1f1109033085350f0f0260201220504180000053923ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000013003ee1c,2026-02-01 22:05:00,2026-02-01 23:00:37
1090330853,下行,均匀时段水文信息报应答,31,7e7e109033085301a00031800802046f2602012300341b0b8e,,2026-02-01 23:00:34
1090330853,上行,均匀时段水文信息报,31,7e7e011090330853a00031004202046f260201230033f1f1109033085350f0f0260201220504180000052219ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000003b612,2026-02-01 22:05:00,2026-02-01 23:00:34
1090330853,下行,小时报应答,34,7e7e109033085301a00034800802046e2602012300321b6240,,2026-02-01 23:00:33
1090330853,上行,遥测站小时报,34,7e7e011090330853a00034007902046e260201230031f1f1109033085350f0f02602012205f460ffffffffffffffffffffff00f0f02602012205f5c0ffffffffffffffffffffffffffffffffffffffffffff000df0f0260201230020190000001a190000002619000030272b0000000000392300000125371b000000302b00000430003812113503f598,2026-02-01 23:00:00,2026-02-01 23:00:33
1090330853,下行,定时报应答,32,7e7e109033085301a00032800802046d2602012300221b7104,,2026-02-01 23:00:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d02046d260201230021f1f1109033085350f0f026020123002219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000301a1900000038121137039487,2026-02-01 23:00:00,2026-02-01 23:00:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046d26020123000003ec43,2026-02-01 23:00:00,2026-02-01 23:00:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046d260201225900030392,2026-02-01 22:59:00,2026-02-01 22:59:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046d26020122580003c3c3,2026-02-01 22:58:00,2026-02-01 22:58:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046d26020122570003c0f3,2026-02-01 22:57:00,2026-02-01 22:57:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046d2602012256000300a2,2026-02-01 22:56:00,2026-02-01 22:56:00
1090330853,下行,定时报应答,32,7e7e109033085301a00032800802046c2602012255221b51d4,,2026-02-01 22:55:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d02046c260201225521f1f1109033085350f0f026020122552219000000272b0000000000392300000125371b000000302b000004300020190000001f1900000026190000301a19000000381211370325dc,2026-02-01 22:55:00,2026-02-01 22:55:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046c26020122550003cc93,2026-02-01 22:55:00,2026-02-01 22:55:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046c260201225400030cc2,2026-02-01 22:54:00,2026-02-01 22:54:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046c26020122530003cd73,2026-02-01 22:53:00,2026-02-01 22:53:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046c260201225200030d22,2026-02-01 22:52:00,2026-02-01 22:52:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046c260201225100030dd2,2026-02-01 22:51:00,2026-02-01 22:51:00
1090330853,下行,定时报应答,32,7e7e109033085301a00032800802046b2602012250231b2684,,2026-02-01 22:50:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d02046b260201225021f1f1109033085350f0f026020122502219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000301a1900000038121139035557,2026-02-01 22:50:00,2026-02-01 22:50:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046b260201225000032bc2,2026-02-01 22:50:00,2026-02-01 22:50:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046b26020122490003ec13,2026-02-01 22:49:00,2026-02-01 22:49:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046b260201224800032c42,2026-02-01 22:48:00,2026-02-01 22:48:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046b260201224700032f72,2026-02-01 22:47:01,2026-02-01 22:47:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046b26020122460003ef23,2026-02-01 22:46:01,2026-02-01 22:46:01
1090330853,下行,定时报应答,32,7e7e109033085301a00032800802046a2602012245231b2e54,,2026-02-01 22:45:23
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d02046a260201224521f1f1109033085350f0f026020122452219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000301a19000000381211380397bb,2026-02-01 22:45:00,2026-02-01 22:45:23
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046a260201224500032312,2026-02-01 22:45:01,2026-02-01 22:45:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046a26020122440003e343,2026-02-01 22:44:00,2026-02-01 22:44:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046a2602012243000322f2,2026-02-01 22:43:00,2026-02-01 22:43:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046a26020122420003e2a3,2026-02-01 22:42:00,2026-02-01 22:42:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046a26020122410003e253,2026-02-01 22:41:00,2026-02-01 22:41:00
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080204692602012240211b5a05,,2026-02-01 22:40:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020469260201224021f1f1109033085350f0f026020122402219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000301a1900000038121135035ba7,2026-02-01 22:40:00,2026-02-01 22:40:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020469260201224000033742,2026-02-01 22:40:01,2026-02-01 22:40:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046926020122390003ee93,2026-02-01 22:39:00,2026-02-01 22:39:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020469260201223800032ec2,2026-02-01 22:38:01,2026-02-01 22:38:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020469260201223700032df2,2026-02-01 22:37:00,2026-02-01 22:37:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046926020122360003eda3,2026-02-01 22:36:01,2026-02-01 22:36:01
1090330853,下行,定时报应答,32,7e7e109033085301a0003280080204682602012235221bbcd5,,2026-02-01 22:35:22
1090330853,上行,遥测站定时报,32,7e7e011090330853a00032004d020468260201223522f1f1109033085350f0f026020122352219000000272b0000000000392300000124371b000000302b000004300020190000001f1900000026190000301a1900000038121138033535,2026-02-01 22:35:00,2026-02-01 22:35:22
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020468260201223500032192,2026-02-01 22:35:00,2026-02-01 22:35:00
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f000802046826020122340003e1c3,2026-02-01 22:34:01,2026-02-01 22:34:01
1090330853,上行,链路维持报,2f,7e7e011090330853a0002f0008020468260201223300032072,2026-02-01 22:33:00,2026-02-01 22:33:00
